listing_id,name,city,property_type,amenities,price,minimum_nights,review_scores_rating,instant_bookable,host_id
26386929,Paris : Studio 27mï¿½ (cuisine separee) ï¿½ Jourdain,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Washer"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed""]",30,6,100.0,f,222
28115595,Appartement avec balcon ï¿½ Montmartre,Paris,Entire apartment,"[""Ethernet connection"", ""Patio or balcony"", ""Single level home"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Iron"", ""Garden or backyard"", ""Smoke alarm"", ""BBQ grill"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Lockbox"", ""Washer"", ""Extra pillows and blankets"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Cleaning before checkout"", ""Long term stays allowed"", ""Microwave""]",80,7,100.0,f,223
29228253,Cozy apartment in St Germain des pres,Paris,Entire apartment,"[""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Long term stays allowed"", ""Bed linens"", ""Essentials"", ""Washer"", ""Wifi""]",119,5,100.0,f,224
30513205,NEW- Cosy appartement aux pieds du Sacre-Coeur,Paris,Entire apartment,"[""First aid kit"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Cooking basics"", ""Long term stays allowed"", ""Cable TV""]",79,4,100.0,f,225
33261730,Charmant appartement ï¿½ Guy Mï¿½quet,Paris,Entire apartment,"[""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Host greets you""]",50,4,100.0,f,226
33580724,Bel appartement avec vue sur Montmartre !,Paris,Entire apartment,"[""Essentials"", ""Stove"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Private entrance"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Elevator""]",100,3,100.0,f,227
35449054,Paris Montmartre pour 2 personnes,Paris,Entire apartment,"[""Shampoo"", ""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",70,3,100.0,f,228
36999957,Studio 18mï¿½ Paris 17ï¿½me,Paris,Entire apartment,"[""Heating"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Host greets you""]",52,6,100.0,t,229
38356949,Charmant studio parisien ï¿½ Jourdain,Paris,Entire apartment,"[""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Coffee maker"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed""]",80,3,100.0,f,230
5666948,Charmant studio parisien,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed""]",50,4,100.0,t,231
13186902,One bedroom flat in the 15th district,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Essentials"", ""Long term stays allowed""]",30,3,100.0,t,232
16515892,Joli deux piï¿½ces / 5 minutes Canal Saint Martin,Paris,Entire apartment,"[""Heating"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Breakfast""]",60,3,100.0,t,233
18848110,Studio 10 minutes walk from Montmartre,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Host greets you"", ""TV""]",75,7,100.0,t,234
19361227,Charmant Studio au detour du Canal Saint-Martin,Paris,Entire apartment,"[""Paid parking off premises"", ""Iron"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Private entrance"", ""Long term stays allowed""]",44,4,100.0,t,235
19496130,Lovely apartment near Montmartre,Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Smoke alarm"", ""Cable TV"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",97,4,100.0,t,236
19658800,Logement Canal Saint Martin,Paris,Entire apartment,"[""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Cable TV"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Hot water"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",90,3,100.0,t,237
19692803,"Authentic, Charming & Calm flat 1BR heart Marais",Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Cable TV"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",75,4,100.0,t,238
20827832,Cosy two-room appartment near Buttes-Chaumont park,Paris,Entire apartment,"[""Shampoo"", ""Iron"", ""Heating"", ""Washer"", ""Dryer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Host greets you""]",55,4,100.0,t,239
21364985,"Cosy apartment in the heart of Paris, Batignolles",Paris,Entire apartment,"[""Iron"", ""Heating"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Hangers"", ""Breakfast""]",55,3,100.0,t,240
23725337,"Nice apartment, near Pï¿½re-Lachaise and Bastille",Paris,Entire apartment,"[""Patio or balcony"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Host greets you"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Private entrance"", ""Heating"", ""Kitchen"", ""Breakfast"", ""Hair dryer"", ""Washer"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Paid parking off premises"", ""Cleaning before checkout"", ""Elevator""]",150,3,100.0,t,241
24933489,Apartment near Montmartre,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed""]",60,5,100.0,t,242
27784752,Studio cosy au coeur du 14ï¿½me,Paris,Entire apartment,"[""Paid parking off premises"", ""Iron"", ""Heating"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Long term stays allowed"", ""Host greets you""]",45,3,100.0,t,243
28405703,Light & Airy 1 bed in Montmartre with balcony,Paris,Entire apartment,"[""Shampoo"", ""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Carbon monoxide alarm""]",350,3,100.0,t,244
29356697,Joli deux piï¿½ces ï¿½ 10min de Bastille,Paris,Entire apartment,"[""Paid parking off premises"", ""Iron"", ""Shampoo"", ""Heating"", ""Elevator"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Hot water"", ""Long term stays allowed"", ""Bed linens"", ""TV""]",78,4,100.0,t,245
30499946,Modern and cozy appartment near Eiffel Tour,Paris,Entire apartment,"[""TV"", ""Hair dryer"", ""Kitchen"", ""Gym"", ""Cable TV"", ""Hot water"", ""Heating"", ""Shampoo"", ""Long term stays allowed"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Wifi""]",80,3,100.0,t,246
33511470,Unique view in the heart of Montmartre,Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Cooking basics"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Microwave""]",149,3,100.0,t,247
34847809,Charming apartment in Montmartre and Sacre-Coeur,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed""]",90,3,100.0,t,248
35345798,Escapade ï¿½ Paris,Paris,Entire apartment,"[""Elevator"", ""Smoke alarm"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Host greets you""]",89,7,100.0,t,249
35671519,**** Latin District **** Comfortable apartment,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",70,3,100.0,t,250
36743612,Cosy 2 Bedroom flat close to Montmartre,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Bed linens"", ""Coffee maker"", ""Hot water"", ""Refrigerator"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed""]",75,3,100.0,t,251
40562732,Charmant 2 piï¿½ces haussmannien - Paris Centre,Paris,Entire apartment,"[""Kitchen"", ""Hangers"", ""Bed linens"", ""Oven"", ""Long term stays allowed"", ""Iron"", ""First aid kit"", ""Smoke alarm"", ""Paid parking off premises"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Stove"", ""Essentials"", ""TV"", ""Private entrance"", ""Air conditioning"", ""Dishes and silverware"", ""Washer"", ""Baking sheet"", ""Heating"", ""Cooking basics"", ""Microwave"", ""Wifi""]",90,4,100.0,t,252
40646480,Nid douillet au c??ur de Paris,Paris,Entire apartment,"[""Shampoo"", ""Cooking basics"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Bed linens"", ""Bathtub"", ""Hot water"", ""Cleaning before checkout"", ""Wifi"", ""Dishes and silverware"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",125,3,100.0,t,253
417641,"Elegant Studio, view Eiffel Tower.",Paris,Entire apartment,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",73,6,100.0,f,254
697550,Lovely apartment w/ private garden,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Long term stays allowed""]",60,4,100.0,f,255
1376240,Luminous 42 sq m at Buttes Chaumont park,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Hangers"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace""]",50,5,100.0,f,256
1701933,Charming Loft 40m2 / Quiet 2 bedrooms -Marais,Paris,Entire apartment,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Dryer"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Microwave"", ""Long term stays allowed"", ""Dedicated workspace""]",70,7,100.0,f,257
3298013,Elegant artist home in Montmartre,Paris,Entire apartment,"[""Paid parking off premises"", ""Shampoo"", ""Luggage dropoff allowed"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Dryer"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you"", ""Cable TV""]",135,5,100.0,f,258
3352553,Charmant Appartement Paris 12ï¿½me,Paris,Entire apartment,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",78,3,100.0,f,259
3630731,Spacious loft Style 1BR / OPERA,Paris,Entire apartment,"[""Heating"", ""TV"", ""Indoor fireplace"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Cable TV""]",350,5,100.0,f,260
3661319,Appartement haussmannien Paris 8,Paris,Entire apartment,"[""Heating"", ""TV"", ""Indoor fireplace"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",110,3,100.0,f,261
5463253,Lovely flat in a great location!,Paris,Entire apartment,"[""First aid kit"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",85,4,100.0,f,262
5494939,Cosy &charming flat near Montmartre,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",65,19,100.0,f,263
5670674,2 piï¿½ces proche Montparnasse,Paris,Entire apartment,"[""Heating"", ""Kitchen"", ""Essentials"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",79,4,100.0,f,264
5772801,Nice appartment near Montmartre,Paris,Entire apartment,"[""Heating"", ""Kitchen"", ""Essentials"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",50,5,100.0,f,265
5889344,Joli deux-piï¿½ces prï¿½s de Bastille,Paris,Entire apartment,"[""Heating"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed""]",80,3,100.0,f,266
6165201,MONTMARTRE ??? Lovely apartment with balcony,Paris,Entire apartment,"[""Patio or balcony"", ""Essentials"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Indoor fireplace"", ""Dryer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Cooking basics"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Elevator""]",65,3,100.0,f,267
6281346,Nice appartment near to Montmartre,Paris,Entire apartment,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",54,4,100.0,f,268
6523574,Charmant 2 piï¿½ces proche montmartre,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Long term stays allowed""]",53,5,100.0,f,269
6542518,Best place in Paris,Paris,Entire apartment,"[""Essentials"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Lockbox"", ""TV"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Baking sheet"", ""Cooking basics"", ""Paid parking off premises"", ""Shampoo"", ""Shower gel"", ""Bed linens""]",120,3,100.0,f,270
6775861,Charming Urban Duplex Loft - 65m2,Paris,Entire apartment,"[""Shampoo"", ""First aid kit"", ""TV"", ""Iron"", ""Indoor fireplace"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Air conditioning"", ""Breakfast"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed""]",95,3,100.0,f,271
6826242,2 piï¿½ces au pied du Sacre Coeur,Paris,Entire apartment,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",60,6,100.0,f,272
6955277,Typique Parisien avec parquet et haut de plafond,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Coffee maker"", ""Washer"", ""Refrigerator"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",70,3,100.0,f,273
7586315,Charmant petit nid ï¿½ Paris,Paris,Entire apartment,"[""Washer"", ""Heating"", ""Long term stays allowed"", ""Kitchen""]",35,5,100.0,f,274
8062647,Appartement cocon Paris 11ï¿½me,Paris,Entire apartment,"[""Shampoo"", ""First aid kit"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Host greets you""]",71,5,100.0,f,275
8076840,the perfect place!,Paris,Entire apartment,"[""Shampoo"", ""First aid kit"", ""Hot tub"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Elevator"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Cable TV""]",81,7,100.0,f,276
8433136,Nice flat - Invalides - Tour Eiffel,Paris,Entire apartment,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",128,3,100.0,f,277
8496713,Charming flat near montmarte,Paris,Entire apartment,"[""Heating"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",50,4,100.0,f,278
8966477,Appartement cosy ï¿½ Menilmontant,Paris,Entire apartment,"[""Heating"", ""Kitchen"", ""Washer"", ""Wifi"", ""Long term stays allowed""]",70,5,100.0,f,279
9530275,Arty apartment in central Paris with a balcony,Paris,Entire apartment,"[""Shampoo"", ""Patio or balcony"", ""Heating"", ""Lockbox"", ""Iron"", ""Indoor fireplace"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Dryer"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Wifi"", ""Cooking basics"", ""Long term stays allowed"", ""Dedicated workspace""]",100,3,100.0,f,280
9587398,"Charming flat, heart of Paris 75009",Paris,Entire apartment,"[""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you""]",70,4,100.0,f,281
9766952,Studio de charme Bastille/Marais,Paris,Entire apartment,"[""Shampoo"", ""First aid kit"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Dryer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",89,7,100.0,f,282
11524770,Welcome in Paris !,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",45,4,100.0,f,283
11649337,Appartement proche de Montmartre,Paris,Entire apartment,"[""Heating"", ""Kitchen"", ""Essentials"", ""Washer"", ""Smoke alarm"", ""Hangers"", ""Long term stays allowed"", ""Dedicated workspace""]",50,5,100.0,f,284
12466913,Cosy nest in the South of Paris - 31m2 / 330ft2,Paris,Entire apartment,"[""Paid parking off premises"", ""Cooking basics"", ""Ethernet connection"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Bed linens"", ""Stove"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you""]",38,3,100.0,f,285
12519008,Gorgeous and modern central flat,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",65,3,100.0,f,286
12617969,Lovely apartment in Marais Paris,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Dryer"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you"", ""Cable TV""]",120,3,100.0,f,287
12805957,Beautiful  apartment and large balcony,Paris,Entire apartment,"[""Pool"", ""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Dryer"", ""Gym"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",140,6,100.0,f,288
12807589,Cosy apartment Saint Ambroise,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",67,5,100.0,f,289
12862702,Bright apartment Canal de l'Ourcq,Paris,Entire apartment,"[""Paid parking off premises"", ""Shampoo"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Elevator"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Breakfast""]",37,6,100.0,f,290
13027513,Chez Claire et PY,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Breakfast""]",55,4,100.0,f,291
13090523,Cosy flat with balcony (Bastille / Marais),Paris,Entire apartment,"[""TV"", ""Iron"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Paid parking off premises"", ""Cable TV"", ""Host greets you"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""Dryer"", ""Wifi""]",80,3,100.0,f,292
13257235,Apartment close to Eiffel Tower,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",70,5,100.0,f,293
13672150,CHARMING FLAT IN THE HEART OF MONTPARNASSE,Paris,Entire apartment,"[""Heating"", ""Washer"", ""Hair dryer"", ""Bathtub"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",45,14,100.0,f,294
13840562,Beautiful & Spacious Paris Central Flat (56 Mï¿½),Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Indoor fireplace"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Elevator"", ""First aid kit"", ""Fire extinguisher"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",80,3,100.0,f,295
13859323,Wonderful appartment - Pigalle and Montmartre,Paris,Entire apartment,"[""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you"", ""TV"", ""Iron"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Fire extinguisher"", ""Cable TV"", ""Paid parking off premises"", ""Shampoo"", ""Extra pillows and blankets"", ""Bed linens"", ""Carbon monoxide alarm""]",105,6,100.0,f,296
14018477,Charming & Cosy flat in Le Marais,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed""]",80,3,100.0,f,297
14050848,Bright and airy 2-bedroom apartment near Bastille,Paris,Entire apartment,"[""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Refrigerator"", ""Shampoo"", ""Long term stays allowed"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Microwave"", ""Oven"", ""Wifi""]",55,10,100.0,f,298
14107852,Montmartre with a view - bright 55sqm flat,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Washer"", ""Elevator"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",107,4,100.0,f,299
15460547,"La Taniï¿½re de l'Ecureuil, 18e",Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Hangers"", ""Breakfast""]",60,3,100.0,f,300
15993965,Charmant 2 piï¿½ces au coeur du 14ï¿½me,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Breakfast""]",50,3,100.0,f,301
16373043,Nice apartment for 2,Paris,Entire apartment,"[""Elevator"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Essentials"", ""Bed linens"", ""Dishwasher"", ""TV"", ""Shampoo"", ""Heating"", ""Extra pillows and blankets"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Microwave""]",75,3,100.0,f,302
17010754,"Bel appartement Parmentier, balcon, 54 mï¿½",Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Elevator"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Breakfast""]",55,4,100.0,f,303
